"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num Precinct total","num Precinct rptg","over votes","under votes"
226,"State House Dist 60 (Vote For 1)","Sheila Jones (I) (Dem)","",20874,100.00,0,24812,1,1,"0","3434"
227,"State House Dist 61 (Vote For 1)","Roger Bruce (I) (Dem)","",20091,100.00,0,22900,2,2,"0","1635"
228,"State House Dist 62 (Vote For 1)","Tanya F. Miller (Dem)","",19495,100.00,0,21123,1,1,"0","1500"
229,"State House Dist 63 (Vote For 1)","Kim Schofield (I) (Dem)","",17241,100.00,0,19068,1,1,"0","1675"
230,"State House Dist 64 (Vote For 1)","Kimberly R. New (Rep)","",13556,57.46,0,24672,2,2,"0","165"
231,"State House Dist 64 (Vote For 1)","Montenia Edwards (Dem)","",10037,42.54,0,24672,2,2,"0","165"
232,"State House Dist 65 (Vote For 1)","Jan Horne (Rep)","",8014,30.30,0,26914,3,3,"0","119"
233,"State House Dist 65 (Vote For 1)","Mandisha A. Thomas (I) (Dem)","",18436,69.70,0,26914,3,3,"0","119"
234,"State House Dist 66 (Vote For 1)","Kimberly Alexander (I) (Dem)","",16557,100.00,0,20967,1,1,"1","3730"
235,"State House Dist 67 (Vote For 1)","Marziyeh Marzi Amirizadeh (Rep)","",7747,34.12,0,23151,2,2,"0","144"
236,"State House Dist 67 (Vote For 1)","Lydia Glaize (Dem)","",14956,65.88,0,23151,2,2,"0","144"
237,"State House Dist 68 (Vote For 1)","Stoney Mathis (Rep)","",9024,37.39,0,25272,2,2,"0","210"
238,"State House Dist 68 (Vote For 1)","Tish Naghise (Dem)","",15114,62.61,0,25272,2,2,"0","210"
239,"State House Dist 69 (Vote For 1)","Debra Bazemore (I) (Dem)","",21710,100.00,0,26446,2,2,"0","3618"
240,"State House Dist 70 (Vote For 1)","Lynn Smith (I) (Rep)","",12953,64.96,0,28598,2,2,"0","21"
241,"State House Dist 70 (Vote For 1)","Calvin Louis Anderson, Jr. (Dem)","",6987,35.04,0,28598,2,2,"0","21"
242,"State House Dist 71 (Vote For 1)","J. Collins (I) (Rep)","",15289,71.23,0,23597,1,1,"0","274"
243,"State House Dist 71 (Vote For 1)","Afoma Eguh Okafor (Dem)","",6175,28.77,0,23597,1,1,"0","274"
244,"State House Dist 72 (Vote For 1)","David Huddleston (Rep)","",18256,100.00,0,21897,3,3,"0","1805"
245,"State House Dist 73 (Vote For 1)","Josh Bonner (I) (Rep)","",24239,100.00,0,36025,2,2,"0","2380"
246,"State House Dist 74 (Vote For 1)","Karen Mathiak (I) (Rep)","",16332,63.70,0,36029,3,3,"0","166"
247,"State House Dist 74 (Vote For 1)","William Harris (Dem)","",9306,36.30,0,36029,3,3,"0","166"
248,"State House Dist 75 (Vote For 1)","Della Ashley (Rep)","",1926,11.45,0,17391,1,1,"0","330"
249,"State House Dist 75 (Vote For 1)","Mike Glanton (I) (Dem)","",14894,88.55,0,17391,1,1,"0","330"
250,"State House Dist 76 (Vote For 1)","Sandra Givens Scott (I) (Dem)","",15564,100.00,0,17687,1,1,"0","1798"
251,"State House Dist 77 (Vote For 1)","Rhonda Burnough (I) (Dem)","",14414,100.00,0,16357,1,1,"0","1072"
252,"State House Dist 78 (Vote For 1)","Demetrius Douglas (I) (Dem)","",19065,100.00,0,26932,2,2,"0","2503"
253,"State House Dist 79 (Vote For 1)","Yasmin Neal (I) (Dem)","",12009,100.00,0,13075,1,1,"1","1065"
254,"State House of Representatives - District 80 (Vote For 1)","Brian Anderson (Rep)","",9077,42.87,0,21531,1,1,"0","341"
255,"State House of Representatives - District 80 (Vote For 1)","Long Tran (Dem)","",12096,57.13,0,21531,1,1,"0","341"
256,"State House of Representatives - District 81 (Vote For 1)","Mary Williams Benefield (Rep)","",6865,30.00,0,25266,1,1,"0","400"
257,"State House of Representatives - District 81 (Vote For 1)","Scott Holcomb (I) (Dem)","",16015,70.00,0,25266,1,1,"0","400"
258,"State House of Representatives - District 82 (Vote For 1)","Jenine Milum (Rep)","",5045,18.24,0,30513,1,1,"0","455"
259,"State House of Representatives - District 82 (Vote For 1)","Mary Margaret Oliver (I) (Dem)","",22609,81.76,0,30513,1,1,"0","455"
260,"State House of Representatives - District 83 (Vote For 1)","Catherine Bernard (Rep)","",7033,39.06,0,19505,1,1,"0","319"
261,"State House of Representatives - District 83 (Vote For 1)","Karen Lupton (Dem)","",10972,60.94,0,19505,1,1,"0","319"
262,"State House of Representatives - District 84 (Vote For 1)","Omari Crawford (Dem)","",26549,100.00,0,32644,1,1,"0","1919"
263,"State House of Representatives - District 85 (Vote For 1)","Karla Drenner (I) (Dem)","",16743,100.00,0,21482,1,1,"0","1375"
264,"State House of Representatives - District 86 (Vote For 1)","Lisa Y. Kinnemore (Rep)","",1990,10.75,0,21938,1,1,"0","407"
265,"State House of Representatives - District 86 (Vote For 1)","Imani Barnes (Dem)","",16519,89.25,0,21938,1,1,"0","407"
266,"State House of Representatives - District 87 (Vote For 1)","Viola Davis (I) (Dem)","",17795,100.00,0,23195,1,1,"0","1494"
267,"State House of Representatives - District 88 (Vote For 1)","William Park Freeman (Rep)","",3610,17.60,0,25721,2,2,"0","378"
268,"State House of Representatives - District 88 (Vote For 1)","Billy Mitchell (I) (Dem)","",16903,82.40,0,25721,2,2,"0","378"
269,"State House of Representatives - District 89 (Vote For 1)","Rick Sheppard (Rep)","",2340,8.52,0,29602,1,1,"0","584"
270,"State House of Representatives - District 89 (Vote For 1)","Becky Evans (I) (Dem)","",25137,91.48,0,29602,1,1,"0","584"
271,"State House of Representatives - District 90 (Vote For 1)","Jodi Diodati (Rep)","",1892,6.50,0,32994,1,1,"0","525"
272,"State House of Representatives - District 90 (Vote For 1)","Saira Draper (Dem)","",27228,93.50,0,32994,1,1,"0","525"
273,"State House of Representatives - District 91 (Vote For 1)","Angela Moore (I) (Dem)","",21076,100.00,0,28667,3,3,"0","335"
274,"State House of Representatives - District 92 (Vote For 1)","Rhonda S. Taylor (I) (Dem)","",20755,100.00,0,24487,2,2,"0","267"
275,"State House of Representatives - District 93 (Vote For 1)","Doreen Carter (I) (Dem)","",15336,100.00,0,24900,3,3,"0","127"
276,"State House of Representatives - District 94 (Vote For 1)","Karen Bennett (I) (Dem)","",19663,100.00,0,25956,2,2,"0","562"
277,"State House of Representatives - District 95 (Vote For 1)","Dexter Dawston (Rep)","",4774,20.92,0,29773,3,3,"0","90"
278,"State House of Representatives - District 95 (Vote For 1)","Dar'Shun Kendrick (I) (Dem)","",18050,79.08,0,29773,3,3,"0","90"
279,"State House of Representatives - District 96/Para Representante Estatal ante la Asamblea General, Distrito 96 (Vote For 1)","Daelen Lowry (Rep)","",3837,34.41,0,14625,1,1,"0","239"
280,"State House of Representatives - District 96/Para Representante Estatal ante la Asamblea General, Distrito 96 (Vote For 1)","Pedro """"Pete"""" Marin (I) (Dem)","",7314,65.59,0,14625,1,1,"0","239"
281,"State House of Representatives - District 97/Para Representante Estatal ante la Asamblea General, Distrito 97 (Vote For 1)","John Chan (Rep)","",7729,42.31,0,19314,1,1,"0","283"
282,"State House of Representatives - District 97/Para Representante Estatal ante la Asamblea General, Distrito 97 (Vote For 1)","Ruwa Romman (Dem)","",10538,57.69,0,19314,1,1,"0","283"
283,"State House of Representatives - District 98/Para Representante Estatal ante la Asamblea General, Distrito 98 (Vote For 1)","Marvin Lim (I) (Dem)","",6064,100.00,0,7824,1,1,"0","1264"
284,"State House of Representatives - District 99/Para Representante Estatal ante la Asamblea General, Distrito 99 (Vote For 1)","Matt Reeves (Rep)","",11523,54.80,0,23177,1,1,"0","304"
285,"State House of Representatives - District 99/Para Representante Estatal ante la Asamblea General, Distrito 99 (Vote For 1)","Om Duggal (Dem)","",9503,45.20,0,23177,1,1,"0","304"
286,"State House Dist 100 (Vote For 1)","David Clark (I) (Rep)","",15015,64.81,0,28086,3,3,"0","59"
287,"State House Dist 100 (Vote For 1)","Louisa Shell Jackson (Dem)","",8152,35.19,0,28086,3,3,"0","59"
288,"State House of Representatives - District 101/Para Representante Estatal ante la Asamblea General, Distrito 101 (Vote For 1)","Zach Procter (Rep)","",8646,44.74,0,19634,1,1,"0","295"
289,"State House of Representatives - District 101/Para Representante Estatal ante la Asamblea General, Distrito 101 (Vote For 1)","Gregg Kennard (I) (Dem)","",10681,55.26,0,19634,1,1,"0","295"
290,"State House of Representatives - District 102/Para Representante Estatal ante la Asamblea General, Distrito 102 (Vote For 1)","Wesley S. Harding (Rep)","",5939,35.40,0,21413,1,1,"0","279"
291,"State House of Representatives - District 102/Para Representante Estatal ante la Asamblea General, Distrito 102 (Vote For 1)","Gabe Okoye (Dem)","",10839,64.60,0,21413,1,1,"0","279"
292,"State House of Representatives - District 103/Para Representante Estatal ante la Asamblea General, Distrito 103 (Vote For 1)","Soo Hong (Rep)","",13277,61.40,0,34984,2,2,"0","221"
293,"State House of Representatives - District 103/Para Representante Estatal ante la Asamblea General, Distrito 103 (Vote For 1)","Ernie Anaya (Dem)","",8346,38.60,0,34984,2,2,"0","221"
294,"State House of Representatives - District 104 (Vote For 1)","Chuck Efstration (I) (Rep)","",14168,65.87,0,28955,2,2,"0","93"
295,"State House of Representatives - District 104 (Vote For 1)","Patrick J. Reinert (Dem)","",7340,34.13,0,28955,2,2,"0","93"
296,"State House of Representatives - District 105/Para Representante Estatal ante la Asamblea General, Distrito 105 (Vote For 1)","Sandy Donatucci (Rep)","",9804,48.27,0,22684,1,1,"0","271"
297,"State House of Representatives - District 105/Para Representante Estatal ante la Asamblea General, Distrito 105 (Vote For 1)","Farooq Mughal (Dem)","",10505,51.73,0,22684,1,1,"0","271"
298,"State House of Representatives - District 106/Para Representante Estatal ante la Asamblea General, Distrito 106 (Vote For 1)","Preston A. Wren (Rep)","",9043,40.75,0,23882,1,1,"0","404"
299,"State House of Representatives - District 106/Para Representante Estatal ante la Asamblea General, Distrito 106 (Vote For 1)","Shelly Hutchinson (I) (Dem)","",13151,59.25,0,23882,1,1,"0","404"
300,"State House of Representatives - District 107/Para Representante Estatal ante la Asamblea General, Distrito 107 (Vote For 1)","Hai Cao (Rep)","",4394,31.77,0,15664,1,1,"0","316"
301,"State House of Representatives - District 107/Para Representante Estatal ante la Asamblea General, Distrito 107 (Vote For 1)","Sam Park (I) (Dem)","",9438,68.23,0,15664,1,1,"0","316"
302,"State House of Representatives - District 108/Para Representante Estatal ante la Asamblea General, Distrito 108 (Vote For 1)","Johnny Crist (Rep)","",10253,47.90,0,22363,1,1,"0","250"
303,"State House of Representatives - District 108/Para Representante Estatal ante la Asamblea General, Distrito 108 (Vote For 1)","Jasmine Clark (I) (Dem)","",11153,52.10,0,22363,1,1,"0","250"
304,"State House of Representatives - District 109/Para Representante Estatal ante la Asamblea General, Distrito 109 (Vote For 1)","Dewey L. McClain (I) (Dem)","",8876,100.00,0,12761,1,1,"0","1743"
305,"State House of Representatives - District 110/Para Representante Estatal ante la Asamblea General, Distrito 110 (Vote For 1)","Segun Adeyina (Dem)","",18012,100.00,0,25742,1,1,"0","4893"
306,"State House of Representatives - District 111/Para Representante Estatal ante la Asamblea General, Distrito 111 (Vote For 1)","Reynaldo """"Rey"""" Martinez (Rep)","",16074,65.18,0,29681,2,2,"0","105"
307,"State House of Representatives - District 111/Para Representante Estatal ante la Asamblea General, Distrito 111 (Vote For 1)","Ryan Cox (Dem)","",8586,34.82,0,29681,2,2,"0","105"
308,"State House of Representatives - District 112 (Vote For 1)","Bruce Williamson (I) (Rep)","",20411,78.99,0,29455,1,1,"0","293"
309,"State House of Representatives - District 112 (Vote For 1)","Debbie Reed (Dem)","",5429,21.01,0,29455,1,1,"0","293"
310,"State House of Representatives - District 113 (Vote For 1)","Sharon Henderson (I) (Dem)","",17290,100.00,0,22193,1,1,"0","2998"
311,"State House of Representatives - District 114 (Vote For 1)","Tim Fleming (Rep)","",18854,70.93,0,26933,3,3,"0","9"
312,"State House of Representatives - District 114 (Vote For 1)","Malcolm Adams (Dem)","",7727,29.07,0,26933,3,3,"0","9"
313,"State House of Representatives - District 115 (Vote For 1)","Regina Lewis-Ward (I) (Dem)","",17703,100.00,0,24598,1,1,"0","4696"
314,"State House Dist 116 (Vote For 1)","Bruce Bennington (Rep)","",6075,26.67,0,31666,2,2,"0","28"
315,"State House Dist 116 (Vote For 1)","El-Mahdi Holly (I) (Dem)","",16706,73.33,0,31666,2,2,"0","28"
316,"State House of Representatives - District 117 (Vote For 1)","Lauren Daniel (Rep)","",13335,50.73,0,28296,2,2,"0","227"
317,"State House of Representatives - District 117 (Vote For 1)","Demetrius Rucker (Dem)","",12949,49.27,0,28296,2,2,"0","227"
318,"State House of Representatives - District 118 (Vote For 1)","Clint Crowe (I) (Rep)","",18127,74.71,0,24556,4,4,"0","123"
319,"State House of Representatives - District 118 (Vote For 1)","Sharonda Bell (Dem)","",6137,25.29,0,24556,4,4,"0","123"
320,"State House of Representatives - District 119 (Vote For 1)","Danny Rampey (Rep)","",18484,100.00,0,35036,2,2,"0","2400"
321,"State House of Representatives - District 120 (Vote For 1)","Houston Gaines (I) (Rep)","",15008,61.17,0,33923,4,4,"0","15"
322,"State House of Representatives - District 120 (Vote For 1)","Mokah Jasmine Johnson (Dem)","",9525,38.83,0,33923,4,4,"0","15"
323,"State House of Representatives - District 121 (Vote For 1)","Marcus A Wiedower (I) (Rep)","",15898,60.41,0,28032,2,2,"0","122"
324,"State House of Representatives - District 121 (Vote For 1)","Jeff Auerbach (Dem)","",10419,39.59,0,28032,2,2,"0","122"
325,"State House of Representatives - District 122 (Vote For 1)","Spencer Frye (I) (Dem)","",12440,100.00,0,17221,1,1,"0","1807"
326,"State House of Representatives - District 123 (Vote For 1)","Rob Leverett (I) (Rep)","",20584,100.00,0,25014,5,5,"0","183"
327,"State House of Representatives - District 124 (Vote For 1)","Trey Rhodes (I) (Rep)","",18568,65.85,0,29335,5,5,"0","95"
328,"State House of Representatives - District 124 (Vote For 1)","Kat Howkins (Dem)","",9630,34.15,0,29335,5,5,"0","95"
329,"State House of Representatives - District 125 (Vote For 1)","Barry Fleming (I) (Rep)","",18489,100.00,0,22977,2,2,"0","3590"
330,"State House of Representatives - District 126 (Vote For 1)","William C. Harris (Rep)","",8610,40.74,0,21594,3,3,"0","216"
331,"State House of Representatives - District 126 (Vote For 1)","Gloria Frazier (I) (Dem)","",12522,59.26,0,21594,3,3,"0","216"
332,"State House of Representatives - District 127 (Vote For 1)","Mark Newton (I) (Rep)","",20459,100.00,0,25271,2,2,"0","2572"
333,"State House - District 128 (Vote For 1)","Mack Jackson (I) (Dem)","",16313,100.00,0,23355,6,6,"0","655"
334,"State House of Representatives - District 129 (Vote For 1)","Henry """"Wayne"""" Howard (I) (Dem)","",12803,100.00,0,16614,1,1,"0","3211"
335,"State House of Representatives - District 130 (Vote For 1)","Dan Swenson (Rep)","",5662,32.72,0,17674,1,1,"0","356"
336,"State House of Representatives - District 130 (Vote For 1)","Lynn Gladney (Dem)","",11645,67.28,0,17674,1,1,"0","356"
337,"State House of Representatives - District 131 (Vote For 1)","Jodi Lott (I) (Rep)","",20861,100.00,0,25664,1,1,"0","4059"
338,"State House of Representatives - District 132 (Vote For 1)","Brian L. Prince (I) (Dem)","",14330,100.00,0,17661,2,2,"0","1747"
339,"State House - District 133 (Vote For 1)","Kenneth Vance (Rep)","",11896,57.50,0,22270,2,2,"0","217"
340,"State House - District 133 (Vote For 1)","Hoganne Harrison Walton (Dem)","",8794,42.50,0,22270,2,2,"0","217"
341,"State House of Representatives - District 134 (Vote For 1)","David Knight (I) (Rep)","",14053,66.47,0,26287,3,3,"0","31"
342,"State House of Representatives - District 134 (Vote For 1)","Anthony Dickson (Dem)","",7089,33.53,0,26287,3,3,"0","31"
343,"State House of Representatives - District 135 (Vote For 1)","Beth Camp (I) (Rep)","",21512,100.00,0,26317,3,3,"0","881"
344,"State House Dist 136 (Vote For 1)","David Jenkins (I) (Rep)","",20337,100.00,0,29663,3,3,"0","1583"
345,"State House of Representatives - District 137 (Vote For 1)","Justin Rickett (Rep)","",8133,39.02,0,25179,4,4,"0","77"
346,"State House of Representatives - District 137 (Vote For 1)","Debbie G. Buckner (I) (Dem)","",12712,60.98,0,25179,4,4,"0","77"
347,"State House Dist 138 (Vote For 1)","Vance Smith, Jr. (I) (Rep)","",22067,100.00,0,27285,3,3,"0","1104"
348,"State House Dist 139 (Vote For 1)","Richard H. Smith (I) (Rep)","",18400,100.00,0,25074,2,2,"0","785"
349,"State House Dist 140 (Vote For 1)","Tremaine Teddy Reese (Dem)","",9328,100.00,0,13223,1,1,"0","1788"
350,"State House Dist 141 (Vote For 1)","Carolyn Hugley (I) (Dem)","",13477,100.00,0,26015,1,1,"1","2561"
351,"State House of Representatives - District 142 (Vote For 1)","Miriam Paris (I) (Dem)","",15720,100.00,0,20494,1,1,"0","3658"
352,"State House of Representatives - District 143 (Vote For 1)","James Beverly (I) (Dem)","",14531,100.00,0,17962,1,1,"0","2831"
353,"State House of Representatives - District 144 (Vote For 1)","Dale Washburn (I) (Rep)","",17427,65.74,0,27079,3,3,"0","159"
354,"State House of Representatives - District 144 (Vote For 1)","Nettie B. Conner (Dem)","",9082,34.26,0,27079,3,3,"0","159"
355,"State House of Representatives - District 145 (Vote For 1)","Robert Dickey (I) (Rep)","",15964,100.00,0,28955,5,5,"0","343"
356,"State House of Representatives - District 146 (Vote For 1)","Shaw Blackmon (I) (Rep)","",15956,64.10,0,35355,1,1,"0","279"
357,"State House of Representatives - District 146 (Vote For 1)","Courtney L. Driver (Dem)","",8937,35.90,0,35355,1,1,"0","279"
358,"State House of Representatives - District 147 (Vote For 1)","Bethany Ballard (Rep)","",11175,55.81,0,31148,1,1,"0","289"
359,"State House of Representatives - District 147 (Vote For 1)","Ariel Phillips (Dem)","",8848,44.19,0,31148,1,1,"0","289"
360,"State House of Representatives - District 148 (Vote For 1)","Noel Williams, Jr. (I) (Rep)","",17191,100.00,0,32259,5,5,"0","219"
361,"State House of Representatives - District 149 (Vote For 1)","Danny Mathis (I)(Rep)","",17326,100.00,0,21437,5,5,"0","450"
362,"State House of Representatives - District 150 (Vote For 1)","Patty Bentley (I) (Dem)","",13304,100.00,0,23776,5,5,"0","911"
363,"State House Dist 151 (Vote For 1)","Mike Cheokas (I) (Rep)","",10975,54.90,0,25613,8,8,"0","25"
364,"State House Dist 151 (Vote For 1)","Joyce Barlow (Dem)","",9015,45.10,0,25613,8,8,"0","25"
365,"State House of Representatives - District 152 (Vote For 1)","Bill Yearta (I) (Rep)","",19812,100.00,0,23331,3,3,"0","540"
366,"State House of Representatives - District 153 (Vote For 1)","Tracy Taylor (Rep)","",5814,34.90,0,19425,1,1,"0","310"
367,"State House of Representatives - District 153 (Vote For 1)","David Sampson (Dem)","",10843,65.10,0,19425,1,1,"0","310"
368,"State House of Representatives - District 154 (Vote For 1)","Gerald E. Greene (I) (Rep)","",11901,56.45,0,22273,9,9,"0","26"
369,"State House of Representatives - District 154 (Vote For 1)","John Hayes (Dem)","",9183,43.55,0,22273,9,9,"0","26"
370,"State House of Representatives - District 155 (Vote For 1)","Matt Hatchett (I) (Rep)","",17979,100.00,0,21995,2,2,"0","531"
371,"State House of Representatives - District 156 (Vote For 1)","Leesa Hagan (I) (Rep)","",13766,75.04,0,22045,6,6,"0","65"
372,"State House of Representatives - District 156 (Vote For 1)","Lethia J. Kittrell (Dem)","",4579,24.96,0,22045,6,6,"0","65"
373,"State House - District 157 (Vote For 1)","William """"Bill"""" Werkheiser (I) (Rep)","",15802,100.00,0,19260,4,4,"0","650"
374,"State House - District 158 (Vote For 1)","Butch Parrish (I) (Rep)","",13968,71.45,13719,21488,4,4,"0","118"
375,"State House - District 158 (Vote For 1)","Madeline Ryan Smith (Dem)","",5580,28.55,13719,21488,4,4,"0","118"
376,"State House - District 159 (Vote For 1)","Jon G. Burns (I) (Rep)","",19114,100.00,0,25728,3,3,"0","934"
377,"State House of Representatives - District 160 (Vote For 1)","Lehman Franklin (Rep)","",13873,100.00,0,21493,2,2,"0","516"
378,"State House of Representatives - District 161 (Vote For 1)","Bill Hitchens (I) (Rep)","",12393,60.82,22058,23503,2,2,"0","102"
379,"State House of Representatives - District 161 (Vote For 1)","Margo Barbee (Dem)","",7984,39.18,22058,23503,2,2,"0","102"
380,"State House of Representatives - District 162 (Vote For 1)","Carl Wayne Gilliard (I) (Dem)","",14423,100.00,48315,23419,1,1,"0","2863"
381,"State House of Representatives - District 163 (Vote For 1)","Anne Allen Westbrook (Dem)","",16157,100.00,45123,23241,1,1,"0","3169"
382,"State House of Representatives - District 164 (Vote For 1)","Ron Stephens (I) (Rep)","",12583,58.80,37024,30095,2,2,"0","79"
383,"State House of Representatives - District 164 (Vote For 1)","Marcus Thompson (Dem)","",8817,41.20,37024,30095,2,2,"0","79"
384,"State House of Representatives - District 165 (Vote For 1)","Edna Jackson (I) (Dem)","",16169,100.00,45128,22457,1,1,"0","2516"
385,"State House of Representatives - District 166 (Vote For 1)","Jesse Petrea (I) (Rep)","",26975,100.00,41703,39178,2,2,"0","706"
386,"State House of Representatives - District 167 (Vote For 1)","Buddy Deloach (I) (Rep)","",16345,100.00,0,23553,5,5,"0","1289"
387,"State House - District 168 (Vote For 1)","Al Williams (I)(Dem)","",12014,100.00,0,15467,1,1,"0","2701"
388,"State House of Representatives - District 169 (Vote For 1)","Clay Pirkle (I) (Rep)","",13846,74.62,0,21455,4,4,"0","177"
389,"State House of Representatives - District 169 (Vote For 1)","Mickey Brockington (Dem)","",4709,25.38,0,21455,4,4,"0","177"
390,"State House of Representatives - District 170 (Vote For 1)","Penny Houston (I) (Rep)","",15723,100.00,0,20096,3,3,"0","435"
391,"State House of Representatives - District 171 (Vote For 1)","Joe Campbell (I) (Rep)","",15238,100.00,0,18997,3,3,"0","1811"
392,"State House of Representatives - District 172 (Vote For 1)","Sam Watson (I) (Rep)","",14574,100.00,0,17340,3,3,"0","1776"
393,"State House of Representatives - District 173 (Vote For 1)","Darlene Taylor (I) (Rep)","",13257,63.99,0,22117,2,2,"1","96"
394,"State House of Representatives - District 173 (Vote For 1)","Keith L. Jenkins Sr (Dem)","",7461,36.01,0,22117,2,2,"1","96"
395,"State House of Representatives - District 174 (Vote For 1)","John L. Corbett (I) (Rep)","",16354,100.00,0,33479,6,6,"0","427"
396,"State House of Representatives - District 175 (Vote For 1)","John Lahood (I) (Rep)","",17986,100.00,0,32571,2,2,"0","1253"
397,"State House of Representatives - District 176 (Vote For 1)","James Burchett (I) (Rep)","",14316,100.00,0,31314,5,5,"0","334"
398,"State House of Representatives - District 177 (Vote For 1)","Dexter L. Sharper (I) (Dem)","",10772,100.00,0,24456,1,1,"0","2462"
399,"State House - District 178 (Vote For 1)","Steven Meeks (I) (Rep)","",19227,100.00,0,23345,4,4,"0","118"
400,"State House of Representatives - District 179 (Vote For 1)","Rick Townsend (Rep)","",17376,100.00,0,22968,1,1,"0","4997"
401,"State House of Representatives - District 180 (Vote For 1)","Steven Sainz (I) (Rep)","",16049,100.00,0,20172,2,2,"0","3656"
402,"District Attorney - Alapaha Judicial Circuit (Vote For 1)","Chase Studstill (I) (Rep)","",16267,100.00,0,18651,5,5,"0","300"
403,"District Attorney -  Atlantic Judicial Circuit (Vote For 1)","Billy Joe Nelson, Jr. (Rep)","",40974,100.00,0,52405,6,6,"0","2421"
404,"District Attorney - Cherokee Judicial Circuit (Vote For 1)","Samir J. Patel (I) (Rep)","",51645,100.00,0,59045,2,2,"0","4516"
405,"District Attorney - Columbia Judicial Circuit (Vote For 1)","Bobby L. Christine (I) (Rep)","",53271,100.00,0,64709,1,1,"0","9720"
406,"District Attorney - Cordele Judicial Circuit (Vote For 1)","Bradford L. Rigby (I) (Rep)","",13919,100.00,0,17423,4,4,"0","882"
407,"District Attorney Enotah Judicial Circuit (Vote For 1)","Jeff Langley (I) (Rep)","",42100,100.00,0,47095,4,4,"0","1428"
408,"District Attorney Northeastern Judicial Circuit (Vote For 1)","Lee Darragh (I) (Rep)","",76764,100.00,0,87710,2,2,"0","1344"
409,"District Attorney - Pataula Judicial Circuit (Vote For 1)","Vic McNease (I) (Rep)","",13572,100.00,0,17437,7,7,"0","276"
410,"District Attorney - Paulding Judicial Circuit (Vote For 1)","Matthew W. Rollins (I) (Rep)","",52490,100.00,0,67146,1,1,"0","12573"
411,"District Attorney - Rockdale Judicial Circuit (Vote For 1)","Alisha Adams Johnson (I) (Dem)","",28491,100.00,0,34982,1,1,"0","5726"
412,"District Attorney - Waycross Judicial Circuit (Vote For 1)","Marilyn Bennett (Rep)","",37354,100.00,0,42967,6,6,"1","307"
413,"Proposed Constitutional Amendment 1 (Vote For 1)","Yes","",3375437,88.48,198440,3956313,158,158,"0","432"
414,"Proposed Constitutional Amendment 1 (Vote For 1)","No","",439514,11.52,198440,3956313,158,158,"0","432"
415,"Proposed Constitutional Amendment 2 (Vote For 1)","Yes","",3532212,91.85,198440,3956313,158,158,"0","339"
416,"Proposed Constitutional Amendment 2 (Vote For 1)","No","",313308,8.15,198440,3956313,158,158,"0","339"
417,"Statewide Referendum Question A (Vote For 1)","Yes","",2222571,59.00,212159,3963901,159,159,"0","449"
418,"Statewide Referendum Question A (Vote For 1)","No","",1544431,41.00,212159,3963901,159,159,"0","449"
419,"Statewide Referendum Question B (Vote For 1)","Yes","",2885541,76.46,198440,3956313,158,158,"0","448"
420,"Statewide Referendum Question B (Vote For 1)","No","",888336,23.54,198440,3956313,158,158,"0","448"
